"RV56: DEATHS by Year, Cause of death by ICD-10, Sex and Age group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age groups total,0,1,2,3,4,0-4,1-4,5-9,10-14,0-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,15-49,50-54,55-59,60-64,15-64,65 and older,65-69,70-74,75-79,80-84,85 and older,85-89,90-94,95-99,100 and older,Age unknown
,.....cirrhosis of liver (K74),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,Diseases of the skin and subcutaneous tissue (L00-L99),Males and females,17,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,2,0,3,6,9,5,0,2,1,1,..,..,..,..,0
,,Males,7,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,3,2,1,0,0,0,1,..,..,..,..,0
,,Females,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,7,4,0,2,1,0,..,..,..,..,0
,Diseases of the musculo-skeletal system and connective tissue (M00-M99),Males and females,53,0,0,0,1,0,1,1,0,0,1,1,2,2,0,2,2,2,11,5,11,9,36,16,6,7,2,0,1,..,..,..,..,0
,,Males,16,0,0,0,1,0,1,1,0,0,1,0,2,0,0,2,2,1,7,0,3,2,12,3,1,2,0,0,0,..,..,..,..,0
,,Females,37,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4,5,8,7,24,13,5,5,2,0,1,..,..,..,..,0
,"..rheumatoid arthritis and osteoarthrosis (M05-M06, M15-M19)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,Diseases of the genito-urinary system (N00-N99),Males and females,249,1,0,0,1,0,2,1,0,1,3,0,2,1,3,2,8,5,21,13,18,26,78,168,34,31,47,35,21,..,..,..,..,0
,,Males,120,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,5,15,9,6,9,39,81,13,16,20,23,9,..,..,..,..,0
,,Females,129,1,0,0,1,0,2,1,0,1,3,0,1,0,2,0,3,0,6,4,12,17,39,87,21,15,27,12,12,..,..,..,..,0
,..diseases of kidney and ureter (N00-N29),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....nephritic syndromes (N00-N05),Males and females,40,1,0,0,1,0,2,1,0,0,2,0,2,1,2,1,6,2,14,5,7,3,29,9,0,0,5,1,3,..,..,..,..,0
,,Males,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,2,10,2,2,2,16,2,0,0,0,0,2,..,..,..,..,0
,,Females,22,1,0,0,1,0,2,1,0,0,2,0,1,0,1,0,2,0,4,3,5,1,13,7,0,0,5,1,1,..,..,..,..,0
,..hyperplasia of prostate (N40),Males and females,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,46,7,8,15,11,5,..,..,..,..,0
,,Males,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,46,7,8,15,11,5,..,..,..,..,0
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,"Complications of pregnancy, childbirth and puerperium (O00-O99)",Males and females,10,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,1,0,10,0,0,0,10,0,0,0,0,0,0,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,10,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,1,0,10,0,0,0,10,0,0,0,0,0,0,..,..,..,..,0
,..pregnancy with abortive outcome (O00-O08),Males and females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,Certain conditions originating in the perinatal period (P00-P96),Males and females,180,180,0,0,0,0,180,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Males,118,118,0,0,0,0,118,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,62,62,0,0,0,0,62,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,..birth trauma (P10-P15),Males and females,37,37,0,0,0,0,37,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Males,23,23,0,0,0,0,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,14,14,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,Congenital malformations and chromosomal abnormalities (Q00-Q99),Males and females,150,85,6,3,1,1,96,11,17,8,121,4,2,2,1,4,1,0,14,5,4,2,25,4,2,1,1,0,0,..,..,..,..,0
,,Males,70,42,1,2,1,0,46,4,7,2,55,3,1,0,1,2,0,0,7,3,3,0,13,2,1,1,0,0,0,..,..,..,..,0
,,Females,80,43,5,1,0,1,50,7,10,6,66,1,1,2,0,2,1,0,7,2,1,2,12,2,1,0,1,0,0,..,..,..,..,0
,"Symptoms, signs and ill-defined causes (R00-R99)",Males and females,90,4,0,0,0,0,4,0,0,0,4,0,3,1,1,2,1,2,10,4,4,5,23,63,1,6,3,15,38,..,..,..,..,0
,,Males,44,2,0,0,0,0,2,0,0,0,2,0,3,1,1,2,1,1,9,4,4,3,20,22,0,3,3,5,11,..,..,..,..,0
,,Females,46,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,3,41,1,3,0,10,27,..,..,..,..,0
,..senility (R54),Males and females,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1,11,35,..,..,..,..,0
,,Males,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,4,10,..,..,..,..,0
,,Females,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,7,25,..,..,..,..,0
,..sudden infant death syndrome (R95),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,..unknown and unspecified causes (R96-R99),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,Injury and poisoning (V01-Y89),Males and females,1763,23,21,9,16,8,77,54,39,27,143,92,103,132,152,153,142,129,903,149,151,115,1318,296,67,54,69,55,51,..,..,..,..,6
,,Males,1279,12,14,8,11,5,50,38,27,25,102,70,90,103,128,129,113,103,736,106,110,82,1034,138,43,28,31,18,18,..,..,..,..,5
,,Females,484,11,7,1,5,3,27,16,12,2,41,22,13,29,24,24,29,26,167,43,41,33,284,158,24,26,38,37,33,..,..,..,..,1
,..accidents (V01-X59),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....transport accidents (V01-V99),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....accidental falls (W00-W19),Males and females,175,2,1,1,2,0,6,4,2,0,8,2,4,4,9,9,9,14,51,10,13,8,82,83,3,10,19,21,30,..,..,..,..,2
,,Males,100,2,1,1,1,0,5,3,2,0,7,1,3,1,9,8,5,13,40,7,10,6,63,28,1,5,6,6,10,..,..,..,..,2
,,Females,75,0,0,0,1,0,1,1,0,0,1,1,1,3,0,1,4,1,11,3,3,2,19,55,2,5,13,15,20,..,..,..,..,0
,....accidental drowning (W65-W74),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,"....exposure to smoke, fire and flames (X00-X09)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....exposure to excessive natural cold (X31),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....accidental poisoning (X40-X49),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,......accidental poisoning by alcohol (X45),Males and females,136,0,0,0,0,0,0,0,0,0,0,1,3,6,7,21,21,13,72,22,19,12,125,10,8,1,0,1,0,..,..,..,..,1
,,Males,113,0,0,0,0,0,0,0,0,0,0,1,3,6,6,18,19,11,64,17,12,10,103,9,7,1,0,1,0,..,..,..,..,1
,,Females,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,8,5,7,2,22,1,1,0,0,0,0,..,..,..,..,0
,..suicide (X60-X84),Males and females,409,0,0,0,0,0,0,0,0,5,5,23,21,36,39,51,32,27,229,44,29,29,331,72,28,16,13,11,4,..,..,..,..,1
,,Males,289,0,0,0,0,0,0,0,0,5,5,19,17,23,31,40,25,21,176,28,20,20,244,39,18,8,7,4,2,..,..,..,..,1
,,Females,120,0,0,0,0,0,0,0,0,0,0,4,4,13,8,11,7,6,53,16,9,9,87,33,10,8,6,7,2,..,..,..,..,0
,..homicide (X85-Y09),Males and females,123,1,1,0,0,0,2,1,0,0,2,10,13,14,18,12,17,5,89,6,10,6,111,9,3,0,1,2,3,..,..,..,..,1
,,Males,94,1,0,0,0,0,1,0,0,0,1,8,9,13,14,11,13,5,73,4,7,5,89,3,1,0,1,0,1,..,..,..,..,1
,,Females,29,0,1,0,0,0,1,1,0,0,1,2,4,1,4,1,4,0,16,2,3,1,22,6,2,0,0,2,2,..,..,..,..,0
,..event of undermined intent (Y30-Y34),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,All causes,Males and females,19531,275,36,36,22,14,383,108,65,53,501,132,180,208,266,363,474,630,2253,981,1270,1869,6373,12644,1976,1853,2789,2957,3069,..,..,..,..,13
,,Males,9429,165,19,19,13,8,224,59,43,38,305,99,144,169,215,272,364,464,1727,705,898,1180,4510,4607,1015,882,1068,919,723,..,..,..,..,7
,,Females,10102,110,17,17,9,6,159,49,22,15,196,33,36,39,51,91,110,166,526,276,372,689,1863,8037,961,971,1721,2038,2346,..,..,..,..,6
,Infectious and parasitic diseases (A00-B99),Males and females,130,14,4,1,0,1,20,6,0,1,21,0,2,4,7,6,10,6,35,10,15,16,76,32,12,11,6,2,1,..,..,..,..,1
,,Males,101,12,2,0,0,1,15,3,0,1,16,0,1,4,6,4,9,5,29,7,14,14,64,20,8,9,3,0,0,..,..,..,..,1
,,Females,29,2,2,1,0,0,5,3,0,0,5,0,1,0,1,2,1,1,6,3,1,2,12,12,4,2,3,2,1,..,..,..,..,0
,"..tuberculosis (A15-A19, B90)",Males and females,87,0,0,0,0,0,0,0,0,0,0,0,1,3,7,5,8,4,28,6,15,13,62,24,10,9,4,1,0,..,..,..,..,1
,,Males,74,0,0,0,0,0,0,0,0,0,0,0,1,3,6,3,7,4,24,6,14,11,55,18,7,9,2,0,0,..,..,..,..,1
,,Females,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,1,2,7,6,3,0,2,1,0,..,..,..,..,0
,..meningococcal infection (A39),Males and females,8,3,3,1,0,0,7,4,0,0,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,0
,,Males,4,2,1,0,0,0,3,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,0
,,Females,4,1,2,1,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,..sepsis (A40-A41),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,..viral hepatitis(B20-B24),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,..HIV-disease (B20-B24),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,Neoplasms (C00-D48),Males and females,3196,3,2,2,1,1,9,6,5,9,23,9,6,8,22,52,85,157,339,274,374,572,1559,1614,500,365,419,222,108,..,..,..,..,0
,,Males,1703,2,0,1,0,1,4,2,3,5,12,6,2,4,13,15,42,95,177,170,250,340,937,754,260,201,182,78,33,..,..,..,..,0
,,Females,1493,1,2,1,1,0,5,4,2,4,11,3,4,4,9,37,43,62,162,104,124,232,622,860,240,164,237,144,75,..,..,..,..,0
,..malignant neoplasms (C00-C97),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,"....malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of oesophagus (C15),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of stomach (C16),Males and females,480,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,14,20,45,37,70,66,218,262,80,50,75,37,20,..,..,..,..,0
,,Males,257,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,9,13,28,27,47,38,140,117,41,26,27,15,8,..,..,..,..,0
,,Females,223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,7,17,10,23,28,78,145,39,24,48,22,12,..,..,..,..,0
,"....malignant neoplasm of colon and rectosigmoid junction (C18, C19)",Males and females,191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,10,8,10,33,61,130,30,25,40,24,11,..,..,..,..,0
,,Males,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,5,4,19,31,35,5,13,8,6,3,..,..,..,..,0
,,Females,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,3,6,14,30,95,25,12,32,18,8,..,..,..,..,0
,......malignant neoplasm of colon (C18),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,......malignant neoplasm of colon and rectosigmoid junction (C19),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,"....malignant neoplasm of rectum and anus (C20, C21)",Males and females,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,12,12,21,53,93,24,20,28,15,6,..,..,..,..,0
,,Males,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,4,9,14,33,36,10,9,9,7,1,..,..,..,..,0
,,Females,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,3,7,20,57,14,11,19,8,5,..,..,..,..,0
,....malignant neoplasm of liver and intrahepatic bile ducts (C22),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of pancreas (C25),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasms of respiratory organs (C30-39),Males and females,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,13,4,3,4,1,1,..,..,..,..,0
,,Males,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,3,0,1,0,1,..,..,..,..,0
,,Females,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,8,1,3,3,1,0,..,..,..,..,0
,"......malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)",Males and females,655,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,33,49,67,115,137,368,287,112,84,59,21,11,..,..,..,..,0
,,Males,549,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,32,46,60,104,120,330,219,87,67,45,14,6,..,..,..,..,0
,,Females,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,7,11,17,38,68,25,17,14,7,5,..,..,..,..,0
,....malignant melanoma of skin (C43),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of breast (C50),Males and females,220,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,21,42,23,27,39,131,89,25,12,23,20,9,..,..,..,..,0
,,Males,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,..,..,..,..,0
,,Females,218,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,21,42,23,27,39,131,87,25,10,23,20,9,..,..,..,..,0
,....malignant neoplasm of cervix uteri (C53),Males and females,70,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4,3,16,5,6,9,36,34,9,9,8,7,1,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,70,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4,3,16,5,6,9,36,34,9,9,8,7,1,..,..,..,..,0
,"....malignant neoplasm of other parts of uterus (C54, C55)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of ovary (C56),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of prostate (C61),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neopsasm of kidney (C64),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of bladder (C67),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasms of lymphoid/haemotopoietic tissue (C81-C96),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
